hostname,ip,mac,operating_system,ram_gb,cpu_cores,department,environment,owner
srv-finance-0863,10.254.51.204,88:43:3c:39:9e:9e,Ubuntu Server 22.04,4,4,Finance,staging,Amílcar Grau Ferrándiz
srv-it-0864,10.184.90.86,0c:a2:c8:b4:dd:4f,Ubuntu Server 24.04,64,16,IT,testing,Flor Ramírez Pou
srv-it-0865,10.202.55.93,7a:75:60:31:5b:6d,Debian 12,2,16,IT,testing,Wilfredo Barral Acuña
srv-operations-0866,10.115.26.214,60:9d:d4:77:ef:a0,Ubuntu Server 22.04,8,16,Operations,development,Carolina Reyes Llanos
srv-management-0867,10.254.72.203,54:9f:d2:bd:b2:b5,Windows Server 2012,8,2,Management,production,Jennifer Iris Bosch Gelabert
srv-management-0868,10.124.23.152,04:fd:8d:b5:23:fc,Windows Server 2022,32,8,Management,development,Otilia Isern Estrada
srv-development-0869,10.108.206.173,7c:dd:fe:cc:b2:d1,Windows Server 2016,32,2,Development,development,Soraya Barrena Manso
srv-finance-0870,10.116.130.25,30:14:12:8c:bf:a6,Ubuntu Server 22.04,4,4,Finance,production,María Milagros Segovia Castro
srv-it-0871,10.244.242.120,44:be:6c:7c:3c:40,Windows Server 2016,16,2,IT,development,Damián Agustín
srv-management-0872,10.0.121.91,4a:c1:86:14:d7:2f,Debian 12,4,8,Management,production,Ovidio Heras Ordóñez
srv-management-0873,10.183.91.248,46:e7:43:14:e3:48,Windows Server 2016,2,4,Management,production,Anacleto Fajardo Paredes
srv-hr-0874,10.72.182.118,62:87:bf:8e:eb:4f,Windows Server 2016,32,2,HR,staging,Gustavo Sanmiguel Ayllón
srv-it-0875,10.159.211.76,68:3c:19:e8:44:f0,Windows Server 2022,64,2,IT,development,Mayte Ávila Borrego
srv-finance-0876,10.64.151.104,6e:0e:8f:1f:68:bc,Ubuntu Server 24.04,4,16,Finance,development,Renata del Páez
srv-management-0877,10.87.1.69,2c:21:09:c7:1f:47,Windows Server 2019,32,2,Management,staging,Flor del Pla
srv-operations-0878,10.92.56.133,9a:80:66:ee:f5:06,Windows Server 2012,8,4,Operations,production,Donato Cabo Pavón
srv-hr-0879,10.60.168.174,5e:6c:1e:10:e2:b5,Rocky Linux 9,2,2,HR,production,Filomena Luz Carlos
srv-hr-0880,10.221.40.147,ae:04:90:c5:a3:aa,Ubuntu Server 24.04,16,16,HR,development,Matilde Heredia Corral
srv-management-0881,10.94.183.81,1c:0f:c6:84:d8:4d,Windows Server 2019,16,2,Management,staging,Azucena Cabeza Alfonso
srv-it-0882,10.3.122.220,96:ab:6f:70:a2:2c,Ubuntu Server 22.04,4,2,IT,development,Máxima Tena Mayoral
srv-development-0883,10.75.6.205,c0:e0:93:68:dd:6b,Windows Server 2019,16,2,Development,development,Rosa María del Serra
srv-it-0884,10.165.163.75,b8:6d:46:1b:e1:54,Rocky Linux 9,32,16,IT,production,Isa Elorza
srv-management-0885,10.232.148.129,f4:71:bf:6e:61:e1,Windows Server 2012,8,4,Management,production,Carmelo Sureda Camacho
srv-security-0886,10.162.220.114,02:ef:24:75:4c:68,Debian 12,8,16,Security,staging,Marisa Guzman Prieto
srv-finance-0887,10.26.43.36,a2:7d:3e:47:0a:47,Windows Server 2016,32,2,Finance,development,Édgar de Conde
srv-development-0888,10.218.235.217,b8:f4:cb:4e:fe:7a,Windows Server 2022,64,4,Development,staging,Edelmiro Barbero Pol
srv-development-0889,10.235.152.210,bc:a7:1c:3f:05:b3,Windows Server 2019,32,4,Development,testing,Salvador Sanmartín-Martinez
srv-finance-0890,10.36.117.43,5a:51:30:94:a6:1e,Windows Server 2019,32,2,Finance,staging,Jovita Ripoll
srv-development-0891,10.253.31.201,2c:2b:ec:82:d2:24,Rocky Linux 9,8,4,Development,development,Manuelita Agustín Bastida
srv-it-0892,10.20.195.253,f4:1e:2b:a7:ec:50,Windows Server 2022,16,4,IT,development,Julio Borja-Egea
srv-development-0893,10.146.139.49,74:ee:80:9b:4e:37,Windows Server 2022,16,2,Development,testing,Diana Poza
srv-operations-0894,10.63.181.159,32:24:c2:ba:7b:2e,Ubuntu Server 22.04,64,4,Operations,production,René Bilbao Morillo
srv-management-0895,10.201.29.207,66:fc:62:84:09:14,Windows Server 2019,16,8,Management,testing,Germán Adalberto Zaragoza Corbacho
srv-hr-0896,10.67.15.188,2e:c1:12:0f:ae:60,Ubuntu Server 24.04,2,8,HR,testing,Magdalena Borrell Pozuelo
srv-security-0897,10.146.225.141,d6:82:bf:ad:c8:c0,Rocky Linux 9,16,8,Security,development,Telmo Ale Olivé Iglesias
srv-development-0898,10.208.164.119,84:19:24:c4:62:64,Rocky Linux 9,2,8,Development,testing,Amada Miguela Revilla Giner
srv-security-0899,10.130.63.211,3a:1c:66:35:30:61,Ubuntu Server 24.04,32,4,Security,development,Severo Pelayo Viñas
srv-hr-0900,10.184.227.136,16:c3:2f:0c:ee:ad,Windows Server 2019,32,16,HR,development,Cristóbal Cáceres Cervera
srv-finance-0901,10.185.158.164,96:91:8b:84:2f:95,Windows Server 2022,16,16,Finance,staging,Josefina Benito Ayuso
srv-management-0902,10.238.124.157,02:d7:af:03:0b:54,Windows Server 2012,32,4,Management,staging,Javi de Ruano
srv-operations-0903,10.199.108.149,26:59:e9:5c:e9:74,Windows Server 2012,4,4,Operations,production,Jordana Ayala-Alba
srv-finance-0904,10.210.121.201,a0:66:55:9e:15:26,Windows Server 2016,16,2,Finance,staging,Jesusa Fernandez-Iriarte
srv-finance-0905,10.128.147.220,4e:03:23:0e:4c:e7,Windows Server 2022,16,8,Finance,testing,Noemí Macías Marin
srv-development-0906,10.94.229.219,42:d6:36:af:63:40,Debian 12,8,4,Development,development,Cándida Cabezas Lasa
srv-operations-0907,10.3.222.14,10:4f:ad:80:04:a3,Windows Server 2022,16,8,Operations,production,Pablo Benavent Rosales
srv-it-0908,10.127.0.134,ee:05:34:b7:32:2a,Windows Server 2016,32,8,IT,production,Mariano del Oliveras
srv-operations-0909,10.197.214.57,5c:5c:fd:78:a9:c4,Windows Server 2022,64,16,Operations,development,Diego Dalmau Hoz
srv-finance-0910,10.153.143.237,b6:4b:57:19:97:d8,Windows Server 2012,8,16,Finance,testing,Azahara Ojeda Roman
srv-management-0911,10.23.62.155,7e:37:0e:64:85:7a,Windows Server 2022,2,8,Management,development,Brunilda Sanchez Rodrigo
srv-it-0912,10.197.138.219,5c:cf:5d:4b:9c:00,Windows Server 2022,16,4,IT,testing,Leandro Dalmau Cañete
srv-finance-0913,10.139.50.176,20:d2:d5:48:3b:d9,Windows Server 2019,32,2,Finance,production,Bernardo Aller Expósito
srv-security-0914,10.46.214.34,7e:8a:9c:f0:aa:71,Windows Server 2012,4,2,Security,testing,Edelmira Pérez
srv-security-0915,10.146.239.72,e8:10:d3:c7:4f:95,Rocky Linux 9,2,16,Security,production,Duilio Higueras Martín
srv-development-0916,10.92.208.71,72:93:b8:b6:d1:5f,Windows Server 2016,32,2,Development,production,Rogelio Frías Paredes
srv-finance-0917,10.251.149.135,26:61:43:5b:8f:75,Ubuntu Server 22.04,16,16,Finance,development,Casandra Cervera Casals
srv-operations-0918,10.232.22.190,da:08:32:ed:1f:da,Rocky Linux 9,64,4,Operations,staging,Jordana Luque Torre
srv-management-0919,10.73.188.201,be:94:1d:bd:24:32,Windows Server 2012,32,4,Management,testing,Alfredo del Goñi
srv-hr-0920,10.96.57.31,62:7f:2e:7b:5f:c2,Windows Server 2012,8,8,HR,production,Jacinta de Otero
srv-it-0921,10.80.194.17,e4:a4:c5:e0:51:80,Windows Server 2022,8,16,IT,testing,Raimundo Dávila Sobrino
srv-finance-0922,10.2.167.178,68:f2:e9:b2:77:ac,Debian 12,2,16,Finance,staging,Victor Manuel del Vazquez
srv-security-0923,10.6.24.112,7c:55:6a:e6:a7:f1,Rocky Linux 9,64,2,Security,testing,Dan Sastre Morata
srv-finance-0924,10.159.92.79,b8:83:11:8d:32:da,Windows Server 2019,64,8,Finance,testing,Jose Ignacio Palma Barrio
srv-finance-0925,10.234.122.10,c4:b4:da:0a:9d:d8,Rocky Linux 9,32,4,Finance,development,Rosendo Abraham Boada Vara
srv-operations-0926,10.40.117.18,22:de:b5:d3:60:4e,Rocky Linux 9,2,16,Operations,testing,Cosme Cózar
srv-hr-0927,10.142.64.219,44:a1:8a:21:ce:87,Windows Server 2016,2,4,HR,testing,Yolanda del Montalbán
srv-hr-0928,10.253.64.210,88:47:34:d2:8b:a1,Ubuntu Server 24.04,2,16,HR,staging,Ximena Ortega Peláez
srv-development-0929,10.90.86.222,d6:d9:8a:e1:84:61,Windows Server 2019,4,8,Development,staging,Amaro Espada-Samper
srv-finance-0930,10.173.111.199,1c:a0:f7:ea:6e:ba,Windows Server 2012,64,2,Finance,testing,Alicia Rivera Lasa
srv-finance-0931,10.117.226.98,7c:78:3c:40:7d:38,Windows Server 2019,8,8,Finance,production,Cornelio Chico-Arévalo
srv-management-0932,10.109.247.72,88:d1:62:86:b9:d1,Ubuntu Server 22.04,2,16,Management,production,Adán Vilanova
srv-management-0933,10.209.176.232,46:2b:a0:b7:05:58,Debian 12,2,2,Management,development,Visitación Lara Pascual Pinilla
srv-development-0934,10.187.14.42,b4:d6:5e:9b:8a:2d,Windows Server 2016,64,8,Development,staging,Jose Luis Novoa Montaña
srv-hr-0935,10.254.140.53,38:b0:b4:82:8a:c4,Windows Server 2012,32,4,HR,testing,Rodolfo Aranda Páez
srv-development-0936,10.87.35.143,36:5e:1b:ab:de:e4,Ubuntu Server 24.04,8,4,Development,development,Tatiana del Samper
srv-it-0937,10.27.53.9,f0:22:88:b9:2b:f0,Windows Server 2016,4,16,IT,production,Maristela de Fonseca
srv-security-0938,10.26.255.52,10:ac:ed:44:35:dd,Debian 12,4,8,Security,production,Esmeralda Cuenca Verdejo
srv-security-0939,10.90.37.33,68:80:af:0f:c9:59,Debian 12,16,2,Security,development,Severino Morales Herranz
srv-security-0940,10.194.60.184,02:bc:ef:7a:e5:03,Windows Server 2022,8,16,Security,development,Jose Luis Méndez Gomila
srv-security-0941,10.126.208.4,b8:a5:fd:b5:56:3d,Windows Server 2022,32,16,Security,staging,Natanael Agustín Peinado
srv-security-0942,10.203.247.29,64:1d:52:71:d8:db,Windows Server 2016,8,16,Security,development,Reyes Amigó Rubio
srv-operations-0943,10.25.132.107,18:b5:47:cd:1e:67,Windows Server 2012,16,16,Operations,development,Isabel Gil-Fernández
srv-hr-0944,10.176.63.188,7a:17:a6:c6:8f:8d,Ubuntu Server 22.04,2,4,HR,development,Teodora Abellán Cuesta
srv-hr-0945,10.116.78.138,ce:f4:5c:8d:83:72,Ubuntu Server 22.04,32,16,HR,production,Francisco Jose Rivera Echeverría
srv-finance-0946,10.81.155.77,60:f7:c5:12:4e:97,Ubuntu Server 24.04,64,16,Finance,development,Bonifacio Valentín Giner
srv-it-0947,10.84.249.139,1e:bd:d0:d0:90:a1,Windows Server 2019,2,16,IT,production,Ainara Roda Carrasco
srv-hr-0948,10.239.151.248,64:0e:fe:f3:cf:ae,Debian 12,64,8,HR,testing,Antonio Sacristán Ribes
srv-hr-0949,10.248.77.93,64:f1:28:75:c2:30,Rocky Linux 9,2,8,HR,testing,Ciro Remigio Vilaplana Saez
srv-it-0950,10.165.162.27,0e:93:ef:20:1b:dc,Windows Server 2012,16,16,IT,development,Aurelio Águila
srv-operations-0951,10.197.6.237,d2:ef:3c:7c:d5:94,Windows Server 2022,2,16,Operations,production,Nydia del Cánovas
srv-development-0952,10.66.122.20,ac:2e:75:3d:8c:01,Ubuntu Server 22.04,16,4,Development,development,Genoveva Blanca Villar Campoy
srv-security-0953,10.235.53.196,08:dd:60:77:c4:00,Windows Server 2019,16,8,Security,development,Moisés Peláez Araujo
srv-operations-0954,10.139.241.121,d8:e0:2e:48:e5:b4,Windows Server 2012,4,2,Operations,development,Edelmiro Iñiguez Segovia
srv-development-0955,10.125.155.176,f8:b4:64:4e:b3:15,Windows Server 2012,4,8,Development,testing,Paz Sala
srv-it-0956,10.131.193.11,84:75:06:c6:7f:15,Windows Server 2022,32,8,IT,development,Raquel Gómez Carbonell
srv-operations-0957,10.245.144.6,34:d1:7d:94:af:12,Windows Server 2022,32,2,Operations,testing,Camilo Álvaro
srv-finance-0958,10.25.70.138,02:0f:47:aa:7a:dd,Windows Server 2012,64,8,Finance,testing,Francisco de Galan
srv-security-0959,10.214.65.92,20:db:cd:fe:40:05,Debian 12,8,16,Security,development,Ceferino Díez Izquierdo
srv-development-0960,10.228.85.182,5e:9b:34:8f:b3:d1,Windows Server 2022,4,16,Development,development,Ruperta Priego Beltrán
srv-management-0961,10.79.185.74,72:b5:1c:a2:5e:26,Debian 12,16,16,Management,production,Matías Buendía Cañellas
srv-it-0962,10.211.93.94,04:95:9b:36:97:92,Ubuntu Server 24.04,32,4,IT,staging,Carmela Oller Escamilla
srv-operations-0963,10.116.193.90,84:95:0e:b9:e1:08,Ubuntu Server 24.04,16,8,Operations,production,Lina Tomás
srv-management-0964,10.156.157.80,24:56:16:b3:61:8d,Windows Server 2019,2,4,Management,testing,Obdulia Iglesias
srv-it-0965,10.206.247.166,6e:3c:65:47:19:de,Windows Server 2019,4,16,IT,production,Manuela Sebastián
srv-development-0966,10.24.0.253,e4:cd:ee:d4:b8:ea,Windows Server 2019,8,16,Development,staging,Encarnita Pol Chico
srv-finance-0967,10.35.89.125,d0:37:c2:c4:67:78,Ubuntu Server 22.04,4,2,Finance,testing,Laura Salgado Benito
srv-management-0968,10.153.146.68,3c:51:51:e3:96:11,Ubuntu Server 22.04,64,8,Management,production,Valerio de Miguel
srv-it-0969,10.23.13.87,34:2b:9d:7d:21:57,Ubuntu Server 24.04,64,16,IT,development,Eutropio Jover Iriarte
srv-security-0970,10.111.22.231,5e:01:b1:75:ae:b8,Windows Server 2016,4,16,Security,production,Tere Sainz Iglesias
srv-security-0971,10.104.121.136,3c:f3:54:ec:69:b9,Windows Server 2022,64,2,Security,testing,José Mari Francisco Cózar
srv-security-0972,10.131.201.41,02:c4:a7:c0:9b:08,Rocky Linux 9,8,16,Security,development,José Ángel Carreño Manjón
srv-it-0973,10.219.105.206,a0:00:b9:f7:b5:c6,Debian 12,16,16,IT,production,Venceslás Calvet Ripoll
srv-it-0974,10.230.7.124,0a:63:18:a8:72:fa,Ubuntu Server 22.04,2,16,IT,production,Curro Gallardo Sotelo
srv-management-0975,10.42.142.23,10:51:11:95:44:0b,Debian 12,8,4,Management,testing,Malena Llobet Benitez
srv-operations-0976,10.151.144.188,14:3b:eb:5e:f0:3d,Ubuntu Server 22.04,2,8,Operations,testing,Amada Cámara Vara
srv-hr-0977,10.149.67.80,8c:61:2c:b9:ff:97,Debian 12,4,4,HR,development,Milagros Celia Ferrando Infante
srv-development-0978,10.135.195.223,70:87:a6:b3:b7:0d,Ubuntu Server 22.04,2,4,Development,staging,Tatiana Arce Arnau
srv-operations-0979,10.175.166.193,da:10:df:41:e0:8d,Debian 12,2,4,Operations,staging,Inocencio Sainz
srv-hr-0980,10.64.213.199,aa:2a:71:c1:c3:10,Rocky Linux 9,64,8,HR,development,Armando León Martínez
srv-development-0981,10.109.137.120,4e:53:f5:7c:88:74,Windows Server 2019,32,4,Development,production,María Teresa Bustamante-Machado
srv-security-0982,10.172.172.228,c8:4b:3a:39:4c:c1,Windows Server 2016,8,4,Security,staging,Kike Manuel Blanes
srv-management-0983,10.137.70.143,b2:fb:37:c1:3c:61,Windows Server 2016,8,8,Management,production,Seve Gallo
srv-it-0984,10.60.43.113,0e:45:31:5d:b7:39,Ubuntu Server 22.04,16,8,IT,production,Nuria Itziar Hurtado Carrera
srv-operations-0985,10.223.152.146,22:0c:62:56:00:a6,Windows Server 2012,2,16,Operations,testing,Nazaret Oliva
srv-security-0986,10.158.196.191,bc:e8:df:b9:1f:20,Windows Server 2012,4,16,Security,testing,Hortensia Marquez Salmerón
srv-development-0987,10.163.249.186,c8:d9:dd:a5:62:9f,Ubuntu Server 22.04,64,4,Development,staging,Ruperta Polo Tamarit
srv-hr-0988,10.53.125.206,0e:2d:fb:17:94:ba,Windows Server 2016,32,8,HR,staging,Martín Cobo Feijoo
srv-security-0989,10.19.191.138,04:8c:37:c0:1e:d9,Windows Server 2022,4,4,Security,staging,Victorino Cases Roman
srv-hr-0990,10.248.120.242,76:4c:0e:d3:0d:20,Debian 12,2,16,HR,production,Griselda Navarro Ribera
srv-hr-0991,10.120.63.147,7e:fb:cf:1b:12:4c,Windows Server 2019,2,8,HR,production,Alejandra Carina Estevez Barceló
srv-management-0992,10.59.188.115,b8:b8:60:f2:5b:98,Rocky Linux 9,4,8,Management,testing,Elías Pavón
srv-finance-0993,10.204.140.220,4a:12:fd:e3:ec:49,Windows Server 2012,2,8,Finance,staging,Tomás Tormo Bejarano
srv-management-0994,10.123.224.154,ea:9a:e3:73:07:b5,Windows Server 2019,64,8,Management,production,Beatriz Estevez Gámez
srv-it-0995,10.33.213.114,68:a9:f7:2d:b1:12,Rocky Linux 9,4,2,IT,development,Natalia Ricart Marquez
srv-hr-0996,10.133.44.117,e2:c5:da:90:ee:1e,Debian 12,16,2,HR,testing,Ismael Almazán
srv-security-0997,10.71.106.168,c8:e0:3c:df:8c:e0,Windows Server 2012,4,4,Security,staging,Mayte de Real
srv-hr-0998,10.66.22.52,fa:01:67:08:5e:2d,Rocky Linux 9,16,16,HR,staging,Edu Goicoechea-Niño
srv-hr-0999,10.7.199.52,a8:47:d9:38:8d:d9,Windows Server 2022,16,8,HR,production,Loreto Heredia-Gimenez
srv-security-1000,10.149.178.55,d0:da:90:13:bb:6d,Ubuntu Server 22.04,2,8,Security,production,Darío Blasco-Calvo
